"","Parameter","If other","Unit","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Inoculated / Contact","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Remarks","Reference","doi","Filled in by:"
"347","Infectious period","single dose vaccine",NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine","Yes","FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen",5.3,4.7,6,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"348","Infectious period","four dose vaccine",NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine","Yes","FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen",2.3,0.9,5.7,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008","https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"349","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,2,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"350","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,7,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"351","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,6.9,5.8,7.9,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"352","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,"PRRS co-infection","orally inoculated",NA,12.9,12.8,14.4,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"353","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,6,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"354","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,19,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"355","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,"PRRS co-infection","contact infection",NA,13.4,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"356","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,"time to viraemia post exposure",NA,NA,12.9,8.3,17,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"357","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,9,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"358","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,15,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"359","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,15,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"360","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,17,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"361","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,23,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"362","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,17,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"363","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,30,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"364","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,21,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"365","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,37,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"366","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,37,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"367","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,62,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"368","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,3,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"369","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,9,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"370","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,3,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"371","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,17,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"372","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,3.2,2,4.3,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"373","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,7.2,4.8,9.6,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"374","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,22,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"375","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,25,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"376","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,6.9,5.8,7.9,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"377","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,7.1,3.2,12.3,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"378","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,12.9,12.8,14.4,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"379","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,13.4,8.6,17.1,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
"380","Latent period",NA,"days","Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,12.3,4.4,25.5,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021","https://doi.org/10.1186/s40813-021-00189-z","AA"
