"","Parameter","If other","Unit","Type of infectious disease model","Mixing","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Seeder / Inoculated vaccinated","Contact vaccinated","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Estimation method","Remarks","Reference","doi","Filled in by:","ParameterType","Inoculated / Contact","Material","Test Type","study","Type of sample","Type of study","Time period","Country","Sampling purpose","Information level","Control pogramm in place","Type of programme","Coverage (regional/national)","Country status for the disease","Control plan type","Last updated","Link","Type","Table","Term","Explanation...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","Explanation...59","Denote major changes to the template in this sheet","...61","...62","Transmission Parameters","Latent/incubation","Pathogen Survival","Diagnostic","Within Herd prevalence","Regional Prevalence","Control Programme"
"1123","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14731","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H7N7","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Gonzales et al.","https://doi.org/10.1111%2Ftbed.14732","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14733","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14734","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14735","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H7N1","Chickens",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Claes et al.","https://doi.org/10.1111%2Ftbed.14736","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14747","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14748","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14749","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14750","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14751","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N2","Chickens",NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Van der Goot et al.","https://doi.org/10.1111%2Ftbed.14752","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14753","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14754","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1.9,1.5,2.2,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14755","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1.4,0.3,2.6,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14756","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1.1,0.9,1.3,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14757","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Layer chickens",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Spekreijse et al.","https://doi.org/10.1111%2Ftbed.14758","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Chickens",NA,NA,NA,NA,NA,NA,NA,0.2,0.049,0.43,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Bouma et al.","https://doi.org/10.1111%2Ftbed.14772","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Latent period",NA,"days",NA,NA,"Experimental","Avian Influenza","H5N1","Chickens",NA,NA,NA,NA,NA,NA,NA,0.44,0.14,0.87,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Bouma et al.","https://doi.org/10.1111%2Ftbed.14773","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Latent period",NA,"days",NA,NA,"Field","Avian Influenza","H7N1","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Mannelli et al.","https://doi.org/10.1111%2Ftbed.14774","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Latent period",NA,"days",NA,NA,"Field","Avian Influenza","H7N1","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Kirkeby and Ward, 2022 Systematic Review","Mannelli et al.","https://doi.org/10.1111%2Ftbed.14775","AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N1","Chickens, ducks and geese",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Walker et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N1","Poultry",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Pelletier et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N2","Poultry",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Rorres et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N2","Poultry",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Rorres et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N2","Chickens and turkeys",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Ssematimba et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N6","Poultry",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N6","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Salvador et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N6","Chickens, ducks and quails",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Yoo et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N8","Chickens and ducks",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hobbelen et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N8","Chickens and ducks",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hobbelen et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N8","Galliformes and palmipeds",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Andronico et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N8","Ducks",NA,NA,NA,NA,NA,NA,NA,0.17,0.03,0.38,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Vergne et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N8","Chickens",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Hayma et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N1","Chickens, turkeys and others",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Dorigatti et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N3","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Smith & Dunipace","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Stegeman et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Le Menach et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Boender et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N7","Poultry",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bavinck et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H7N7","Chickens, ducks and turkeys",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Backer et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","Latent period",NA,"days",NA,NA,NA,"Avian Influenza","H5N2","Turkeys",NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,"Parameters extracted from supplementary materials Lambert et al., 2023 Systematic Review","Bonney et al","https://doi.org/10.1186/s13567-023-01219-0","TV/AA","InfectiousLatentIncubatperiod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
