"parameter","if_other","unit","scale","study_type","pathogen","variant_strain","host","host_type","host_breed","host_age","host_other","inoculated_contact","vaccine","value","lower_cl","upper_cl","estimation_type","estimation_method","remarks","ref_short","year","ref","filled_by"
"Infectious period",NA,NA,NA,"Experimental Stable","Foot and Mouth Disease","FMDV Asia-1 TUR/11/2000","Cattle","Dairy",NA,"6-7 months","Raised on Dutch dairy farms",NA,NA,5.5,4.5,6.7,NA,NA,"o quantify the contribution of a contaminated environment to the transmission of FMDV, this study used calves that were not vaccinated and calves that were vaccinated 1 week prior to inoculation with the virus in direct and indirect contact experiments. In direct contact experiments, contact calves were exposed to inoculated calves in the same room. In indirect contact experiments, contact calves were housed in rooms that previously had held inoculated calves for three days (either from 0 to 3 or from 3 to 6 days post inoculation). Secretions and excretions from all calves were tested for the presence of FMDV by virus isolation; the results were used to quantify FMDV transmission. This was done using a generalized linear model based on a 2 route (2R, i.e. direct contact and environment) SIR that included information on FMDV survival in the environment. The study shows that roughly 44% of transmission occurs via the environment, as indicated by the reproduction ratio Rˆ02Renvironment that equalled 2.0, whereas the sum of Rˆ02Rcontact and Rˆ02Renvironment equalled 4.6. Because vaccination 1 week prior to inoculation of the calves conferred protective immunity against FMDV infection, no transmission rate parameters could be estimated from the experiments with vaccinated calves.","Bravo de Rueda et al., 2015",2015,"https://doi.org/10.1186%2Fs13567-015-0156-5","AA"
"Infectious period","environment",NA,NA,"Experimental Stable","Foot and Mouth Disease","FMDV Asia-1 TUR/11/2000","Cattle","Dairy",NA,"6-7 months","Raised on Dutch dairy farms",NA,NA,4.3,3.6,5.2,NA,NA,"o quantify the contribution of a contaminated environment to the transmission of FMDV, this study used calves that were not vaccinated and calves that were vaccinated 1 week prior to inoculation with the virus in direct and indirect contact experiments. In direct contact experiments, contact calves were exposed to inoculated calves in the same room. In indirect contact experiments, contact calves were housed in rooms that previously had held inoculated calves for three days (either from 0 to 3 or from 3 to 6 days post inoculation). Secretions and excretions from all calves were tested for the presence of FMDV by virus isolation; the results were used to quantify FMDV transmission. This was done using a generalized linear model based on a 2 route (2R, i.e. direct contact and environment) SIR that included information on FMDV survival in the environment. The study shows that roughly 44% of transmission occurs via the environment, as indicated by the reproduction ratio Rˆ02Renvironment that equalled 2.0, whereas the sum of Rˆ02Rcontact and Rˆ02Renvironment equalled 4.6. Because vaccination 1 week prior to inoculation of the calves conferred protective immunity against FMDV infection, no transmission rate parameters could be estimated from the experiments with vaccinated calves.","Bravo de Rueda et al., 2015",2015,"https://doi.org/10.1186%2Fs13567-015-0156-5","AA"
"Infectious period","unvaccinated",NA,NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine",NA,NA,6.5,5.7,7.3,NA,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008",2008,"https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"Infectious period","single dose vaccine",NA,NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine","Yes","FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen",5.3,4.7,6,NA,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008",2008,"https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"Infectious period","four dose vaccine",NA,NA,"Experimental Stable","Foot and Mouth Disease","O Taiwan (3/97)","Pig",NA,NA,NA,"four dose vaccine","Yes","FMDV 3ug O Taiwan 3/97 or O Manisa 146S antigen",2.3,0.9,5.7,NA,NA,"Our aim was to provide additional estimates of main parameters for the transmission of foot-and-mouth disease virus (FMDV) strain O Taiwan (3/97). We used the data of previous experiments in non-vaccinated and vaccinated pigs and combined the data of experiments with the same treatment(s). First, we quantified the reproduction ratio R for the various groups using a final-size method. Our final-size results predicted that vaccination with a four-fold vaccine dose (but not with a single dose) at 1 week before inoculation (−7 dpi) would reduce R compared to the non-vaccinated group.Secondly, we used the daily results of virus excretion to quantify the transmission rate β (by using generalized linear modelling), and the infectious period T (by using survival analysis). We used the estimates of β and T to estimate R more precisely as compared to the final-size method and also for the groups for which a finite estimate could not be obtained using a final-size method. Our modelling results predicted that β for non-vaccinated, for single-dose and four-fold-dose groups would be 6.1 (3.7, 10) day−1, 2.0 (1.0, 4.0) day−1 and 0.4 (0.1, 1.4) day−1, T at 6.5 (5.7, 7.3), 5.3 (4.7, 6.0) and 2.3 (0.9, 5.7) days and R at 40 (21, 74), 11 (4.9, 24) and 1.0 (0.1, 7.8), respectively. These results predicted that both vaccination with a four-fold vaccine dose and with a single dose at −7 dpi would reduce β, T and R significantly as compared to the non-vaccinated pigs, thereby showing that vaccination will reduce transmission of FMDV significantly already 1 week post vaccination.","Eble et al., 2008",2008,"https://doi.org/10.1016/j.prevetmed.2007.06.004","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,2,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,7,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"orally inoculated",NA,6.9,5.8,7.9,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"PRRS co-infection","orally inoculated",NA,12.9,12.8,14.4,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,6,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"contact infection",NA,19,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"PRRS co-infection","contact infection",NA,13.4,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,"time to viraemia post exposure",NA,NA,12.9,8.3,17,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,9,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,15,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,17,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,23,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
"Latent period",NA,"days",NA,"Review","Hepatitis E",NA,"Swine",NA,NA,NA,NA,"IV inoculated",NA,30,NA,NA,NA,NA,"HEV infection characteristics in pigs in eight inoculation studies","Meester et al., 2021",2021,"https://doi.org/10.1186/s40813-021-00189-z","AA"
